species,bio1_mean_temp,bio12_precip,bio4_temp_seasonality,bio15_precip_seasonality,bio5_max_temp,bio6_min_temp,ndvi_mean,alan_nightlight,elevation,raw_edge_density,raw_entropy,raw_luminance,raw_contrast,raw_saturation
Abrostola agnorista,10.338242504950495,629.019801980198,749.3282404950495,26.49916572277228,25.41089108910891,-2.5702970297029704,0.6424207943564356,4.0692190475247525,313.7227722772277,0.2553651024669974,6.027849249326345,114.08003426449828,52.13229472642515,106.73027120665226
Abrostola asclepiadis,8.47528286678733,770.8733031674208,755.4719231674208,28.6372474321267,23.839819004524887,-4.822171945701358,0.5784513574660634,2.1184367163800903,434.29864253393663,0.279465884913958,6.774026936572864,113.47062253507038,46.59163772545742,84.7954315482609
Abrostola microvalis,19.34865605734767,773.8351254480286,710.8012855197132,36.1292786344086,34.66989247311828,2.532616487455197,0.47419982175627245,7.2037104733333335,339.7060931899642,0.29420925255989544,6.863203955101503,103.82241289915224,48.28535662051834,88.80415716682174
Abrostola ovalis,8.805431534821428,1020.2946428571429,983.40428375,21.31139389464286,27.837500000000002,-10.510714285714286,0.5585825916964285,5.788843827857143,300.20535714285717,0.25806014106809727,6.531944272086052,119.70790186879981,48.43900037051976,103.8327166396452
Abrostola tripartita,8.209106314117648,797.2352941176471,615.4312432126698,23.67214717873303,21.512217194570134,-2.659276018099548,0.5851346176923078,5.280603270995475,188.52036199095022,0.27209900478618165,7.2468990660259855,104.79756083773253,46.265313729088916,71.58144769492326
Abrostola triplasia,9.06539113877551,764.4387755102041,679.2473482653062,25.777145281632652,23.35408163265306,-2.9183673469387754,0.5828852030612245,8.53766607734694,177.9795918367347,0.25164473188252007,7.164820895242273,101.83683344881639,44.4776581150154,86.23032037415473
Abrostola urentis,7.088864644250871,964.4599303135889,1021.6204601393728,23.74188384808362,26.541463414634144,-12.402439024390244,0.5253641116724739,3.146410843031359,242.64808362369337,0.28238532484646883,6.930921560423123,108.60436693356327,45.135524058181275,84.40685057564185
Acerra normalis,9.746583981617647,652.6102941176471,701.0790777205883,53.17825576102941,28.252573529411762,-3.7650735294117643,0.5061534901838235,5.921275477941176,677.6286764705883,0.2548071331532956,6.480700310194036,117.64791707070542,47.2135120050176,98.99217042690836
Achatia confusa,9.783158760732984,1108.041884816754,934.6081736649215,15.770146353403142,28.20994764397906,-8.684816753926702,0.5758232977486911,7.36277614329843,237.2565445026178,0.24880288757621932,6.318964034786891,123.86084147921311,38.106597269798655,83.75226780992314
Achatia distincta,9.908333324630542,1084.5960591133005,937.3256949753695,17.747360972906407,28.473891625615764,-8.72857142857143,0.5783017237438424,6.179642156453202,261.8817733990148,0.31432932019902016,7.239343325886488,122.65489141393641,46.71783268487686,61.486291948221435
Achatia evicta,6.8979858523985245,1046.7453874538746,1012.7441519557196,17.711796548339485,26.183025830258305,-12.666789667896678,0.5570950221033211,2.4507997039483396,242.48708487084872,0.2939507842320925,7.266370525977836,102.66373879469671,49.5286187454733,87.2956399225296
Achatia latex,6.988590922836363,1056.5054545454545,1003.277010109091,16.702098481818183,26.20945454545455,-12.663272727272728,0.5735554564727273,2.987210082036364,288.54545454545456,0.315212467892425,7.256637365480335,122.75075542067506,46.17561576683966,70.65702496483345
Achatia mucens,19.29333618466899,918.4006968641115,712.1506700696864,32.70064468641115,34.46341463414634,2.7773519163763067,0.5044773535888502,13.738958394494773,229.79094076655053,0.2856303817054792,6.981537322092588,111.85391951722244,43.75578274898897,89.19739008207104
Achatodes zeae,7.622604944645669,1054.0905511811025,1003.1193381496064,18.461896022440946,26.771653543307085,-11.861417322834646,0.5495895701968504,4.865029582559055,237.50393700787401,0.22251397916141413,5.8909606472355165,120.3302954527014,39.88431590862102,91.5102478072759
Acherdoa ferraria,19.37975632075472,1418.245283018868,610.3115466981133,31.999098688679247,32.56320754716981,4.6716981132075475,0.6816933941509434,1.102102980283019,32.12264150943396,0.23536371157008681,5.644083338454171,125.26156543215858,47.133800637559006,131.59427051056184
Acontia acutus,21.397042709677418,225.32258064516128,727.2214522580646,60.85252696774193,39.351612903225806,5.148387096774194,0.18454838677419355,2.1943133,439.03225806451616,0.1531072551198504,6.9468424633515795,181.2481288395406,36.09507020450143,51.431647162619775
Acontia alata,17.321078529411764,482.6764705882353,632.2519220588235,81.57473464705882,33.7235294117647,1.6970588235294117,0.32924264705882356,1.268371517647059,1243.6764705882354,0.26933954910190716,7.058781877083484,139.76499968040866,59.40245900982537,95.08727667680259
